JS_ID,Com_ID,WE_Role,Proficiency,Domain
40860,31001,Healthcare Consultant,Graphic Design,Design
40860,31001,Healthcare Consultant,Web Development,Computer Science
40860,93585,UI/UX Developer,Marketing,Business
40860,93585,UI/UX Developer,Web Development,Computer Science
40860,98753,Electrical Engineer,Programming,Computer Science
19911,5808,Occupational Therapist Assistant,Data Analysis,Statistics
19911,5808,Occupational Therapist Assistant,Marketing,Business
19911,5808,Occupational Therapist Assistant,Public Speaking,Communication
78660,59770,IT Security Analyst,Graphic Design,Design
78660,59770,IT Security Analyst,Public Speaking,Communication
78660,59770,IT Security Analyst,Web Development,Computer Science
78660,276,Teacher,Graphic Design,Design
78660,276,Teacher,Public Speaking,Communication
78660,276,Teacher,Programming,Computer Science
76609,3890,Insurance Claims Adjuster,Digital Marketing,Business
76609,3890,Insurance Claims Adjuster,Graphic Design,Design
76609,3890,Insurance Claims Adjuster,Creative Writing,Literature
76609,34863,Physical Therapist,Problem Solving,Mathematics
76609,34863,Physical Therapist,Graphic Design,Design
76609,34863,Physical Therapist,Project Management,Business
76609,94380,Sales Support Specialist,Marketing,Business
76609,56188,IT Manager,Marketing,Business
76609,56188,IT Manager,Public Speaking,Communication
76609,56188,IT Manager,Creative Writing,Literature
76609,56188,IT Manager,Programming,Computer Science
76609,93585,Compliance Officer,Digital Marketing,Business
76609,93585,Compliance Officer,Public Speaking,Communication
76609,93585,Compliance Officer,Programming,Computer Science
32355,5991,Legal Assistant,Data Analysis,Statistics
32355,5991,Legal Assistant,Project Management,Business
32355,20995,Product Marketing Manager,Creative Writing,Literature
32355,23985,Medical Technologist,Web Development,Computer Science
32355,37359,Event Coordinator,Problem Solving,Mathematics
32355,37359,Event Coordinator,Programming,Computer Science
32355,37359,Event Coordinator,Web Development,Computer Science
32355,18207,Digital Marketing Manager,Digital Marketing,Business
32355,18207,Digital Marketing Manager,Project Management,Business
15242,70548,Digital Marketing Specialist,Marketing,Business
21500,3890,Graphic Artist,Graphic Design,Design
21500,3890,Graphic Artist,Digital Marketing,Business
21500,3890,Graphic Artist,Public Speaking,Communication
21500,42897,Public Relations Manager,Digital Marketing,Business
21500,42897,Public Relations Manager,Graphic Design,Design
21500,42897,Public Relations Manager,Marketing,Business
21500,42897,Public Relations Manager,Public Speaking,Communication
21500,51230,Human Resources Manager,Graphic Design,Design
21500,70400,Software Tester,Digital Marketing,Business
21500,70400,Software Tester,Public Speaking,Communication
21500,70400,Software Tester,Programming,Computer Science
34722,44556,IT Support Specialist,Digital Marketing,Business
34722,44556,IT Support Specialist,Web Development,Computer Science
34722,15205,Social Media Manager,Digital Marketing,Business
34722,15205,Social Media Manager,Project Management,Business
34722,56867,Social Media Coordinator,Data Analysis,Statistics
34722,56867,Social Media Coordinator,Problem Solving,Mathematics
34722,56867,Social Media Coordinator,Graphic Design,Design
34722,56867,Social Media Coordinator,Programming,Computer Science
34722,39792,Digital Marketing Coordinator,Public Speaking,Communication
34722,67746,Digital Marketing Coordinator,Web Development,Computer Science
48386,20995,Financial Planner,Digital Marketing,Business
48386,20995,Financial Planner,Web Development,Computer Science
48386,20995,Financial Planner,Public Speaking,Communication
48386,20995,Financial Planner,Programming,Computer Science
6131,93094,Product Owner,Problem Solving,Mathematics
6131,34502,Business Development Coordinator,Digital Marketing,Business
6131,34502,Business Development Coordinator,Programming,Computer Science
95107,55853,IT Manager,Project Management,Business
95107,55853,IT Manager,Programming,Computer Science
37959,72737,Retail Manager,Project Management,Business
37959,72737,Retail Manager,Public Speaking,Communication
37959,72737,Retail Manager,Programming,Computer Science
37959,79254,IT Analyst,Marketing,Business
37959,79254,IT Analyst,Project Management,Business
37959,79254,IT Analyst,Creative Writing,Literature
85674,13227,Real Estate Agent,Digital Marketing,Business
85674,10610,IT Security Specialist,Digital Marketing,Business
85674,9361,Data Entry Specialist,Data Analysis,Statistics
85674,9361,Data Entry Specialist,Problem Solving,Mathematics
85674,9361,Data Entry Specialist,Digital Marketing,Business
85674,9361,Data Entry Specialist,Marketing,Business
54461,50925,Financial Risk Analyst,Graphic Design,Design
54461,50925,Financial Risk Analyst,Public Speaking,Communication
54461,50925,Financial Risk Analyst,Programming,Computer Science
54461,5991,Legal Secretary,Data Analysis,Statistics
54461,5991,Legal Secretary,Creative Writing,Literature
54461,50379,Web Developer,Programming,Computer Science
54461,50379,Web Developer,Creative Writing,Literature
54461,50379,Web Developer,Web Development,Computer Science
54461,79801,Product Manager,Graphic Design,Design
54461,79801,Product Manager,Project Management,Business
54461,18207,Public Relations Manager,Problem Solving,Mathematics
54461,18207,Public Relations Manager,Marketing,Business
47471,91276,Administrative Assistant,Graphic Design,Design
47471,91276,Administrative Assistant,Marketing,Business
47471,67746,Mechanical Engineer,Marketing,Business
47471,67746,Mechanical Engineer,Creative Writing,Literature
47471,67746,Mechanical Engineer,Web Development,Computer Science
47471,67746,Mechanical Engineer,Digital Marketing,Business
47471,67746,Mechanical Engineer,Programming,Computer Science
19988,86446,Account Manager,Programming,Computer Science
19988,93585,IT Technician,Graphic Design,Design
19988,93585,IT Technician,Project Management,Business
19988,119,Digital Marketing Manager,Data Analysis,Statistics
19988,119,Digital Marketing Manager,Digital Marketing,Business
19988,119,Digital Marketing Manager,Web Development,Computer Science
19988,42943,Financial Manager,Data Analysis,Statistics
19988,42943,Financial Manager,Project Management,Business
19988,42943,Financial Manager,Public Speaking,Communication
19988,76875,Legal Assistant,Data Analysis,Statistics
19988,76875,Legal Assistant,Problem Solving,Mathematics
19988,76875,Legal Assistant,Graphic Design,Design
19988,76875,Legal Assistant,Project Management,Business
3259,80294,Speech-Language Pathologist,Graphic Design,Design
3259,80294,Speech-Language Pathologist,Creative Writing,Literature
50343,88190,Sales Representative,Public Speaking,Communication
18926,35155,HR Recruiter,Data Analysis,Statistics
18926,35155,HR Recruiter,Graphic Design,Design
18926,35155,HR Recruiter,Project Management,Business
18926,35155,HR Recruiter,Programming,Computer Science
18926,59276,Market Research Assistant,Public Speaking,Communication
20058,119,Public Relations Manager,Project Management,Business
20058,119,Public Relations Manager,Public Speaking,Communication
20058,119,Public Relations Manager,Web Development,Computer Science
9581,93094,Sales Support Specialist,Problem Solving,Mathematics
9581,93094,Sales Support Specialist,Creative Writing,Literature
9581,93094,Sales Support Specialist,Web Development,Computer Science
53094,83911,IT Consultant,Data Analysis,Statistics
53094,83911,IT Consultant,Project Management,Business
53094,83911,IT Consultant,Public Speaking,Communication
53094,83911,IT Consultant,Creative Writing,Literature
53094,27355,Marketing Assistant,Problem Solving,Mathematics
53094,27355,Marketing Assistant,Digital Marketing,Business
53094,27355,Marketing Assistant,Project Management,Business
53094,62823,Event Coordinator,Data Analysis,Statistics
53094,62823,Event Coordinator,Graphic Design,Design
53094,62823,Event Coordinator,Creative Writing,Literature
53094,62823,Event Coordinator,Programming,Computer Science
53094,42509,Electrical Engineer,Graphic Design,Design
53094,42509,Electrical Engineer,Digital Marketing,Business
53094,42509,Electrical Engineer,Marketing,Business
53094,42509,Electrical Engineer,Public Speaking,Communication
5425,76334,Marketing Communications Manager,Digital Marketing,Business
5425,76334,Marketing Communications Manager,Graphic Design,Design
5425,76334,Marketing Communications Manager,Project Management,Business
5425,76334,Marketing Communications Manager,Public Speaking,Communication
5425,35142,Purchasing Manager,Creative Writing,Literature
5425,41932,Recruiting Coordinator,Public Speaking,Communication
53819,47327,Product Manager,Data Analysis,Statistics
53819,47327,Product Manager,Project Management,Business
53819,47327,Product Manager,Creative Writing,Literature
53819,28057,Network Administrator,Data Analysis,Statistics
53819,28057,Network Administrator,Programming,Computer Science
53819,42897,Network Analyst,Data Analysis,Statistics
53819,47327,Graphic Designer,Programming,Computer Science
6681,83904,Environmental Engineer,Graphic Design,Design
6681,83904,Environmental Engineer,Creative Writing,Literature
6681,83904,Environmental Engineer,Project Management,Business
6681,83904,Environmental Engineer,Web Development,Computer Science
6681,83904,Environmental Engineer,Public Speaking,Communication
6681,14547,Graphic Artist,Web Development,Computer Science
6681,34338,Content Writer,Digital Marketing,Business
6681,34338,Content Writer,Public Speaking,Communication
6681,34338,Content Writer,Programming,Computer Science
6681,4713,Environmental Engineer,Graphic Design,Design
6681,4713,Environmental Engineer,Creative Writing,Literature
6681,4713,Environmental Engineer,Web Development,Computer Science
6681,19248,Product Owner,Marketing,Business
54293,55853,Dental Assistant,Data Analysis,Statistics
54293,55853,Dental Assistant,Digital Marketing,Business
54293,55853,Dental Assistant,Public Speaking,Communication
54293,55853,Dental Assistant,Creative Writing,Literature
91673,91276,HR Recruiter,Public Speaking,Communication
91673,55853,Research Scientist,Graphic Design,Design
91673,55853,Research Scientist,Marketing,Business
91673,55853,Research Scientist,Project Management,Business
81560,48431,IT Support Specialist,Problem Solving,Mathematics
81560,48431,IT Support Specialist,Graphic Design,Design
81560,48431,IT Support Specialist,Marketing,Business
81560,48431,IT Support Specialist,Web Development,Computer Science
81560,41932,Software Developer,Digital Marketing,Business
81560,41932,Software Developer,Project Management,Business
81560,18207,IT Manager,Data Analysis,Statistics
81560,84040,Lawyer,Marketing,Business
81560,84040,Lawyer,Creative Writing,Literature
81560,84040,Lawyer,Digital Marketing,Business
81560,84040,Lawyer,Public Speaking,Communication
81560,84040,Lawyer,Programming,Computer Science
81560,82382,Marketing Director,Marketing,Business
81560,82382,Marketing Director,Programming,Computer Science
7380,2449,Software Engineer,Graphic Design,Design
7380,2449,Software Engineer,Project Management,Business
7380,19248,Financial Analyst,Problem Solving,Mathematics
7380,89086,Recruitment Specialist,Graphic Design,Design
7380,89086,Recruitment Specialist,Creative Writing,Literature
97597,59770,Dental Hygienist,Creative Writing,Literature
97597,59770,Dental Hygienist,Programming,Computer Science
97597,15205,Medical Laboratory Technician,Data Analysis,Statistics
97597,15205,Medical Laboratory Technician,Marketing,Business
97597,15205,Medical Laboratory Technician,Project Management,Business
97597,15205,Medical Laboratory Technician,Creative Writing,Literature
97597,19218,Investment Analyst,Digital Marketing,Business
97597,19218,Investment Analyst,Marketing,Business
97597,19218,Investment Analyst,Public Speaking,Communication
97597,19218,Investment Analyst,Creative Writing,Literature
17530,70704,Operations Analyst,Web Development,Computer Science
17530,10776,Dental Hygienist,Creative Writing,Literature
17530,54618,Business Analyst,Problem Solving,Mathematics
17530,54618,Business Analyst,Public Speaking,Communication
17530,12977,Marketing Analyst,Data Analysis,Statistics
17530,12977,Marketing Analyst,Project Management,Business
17530,12977,Marketing Analyst,Creative Writing,Literature
53412,12977,Production Supervisor,Data Analysis,Statistics
53412,12977,Production Supervisor,Marketing,Business
53412,12977,Production Supervisor,Public Speaking,Communication
53412,12977,Production Supervisor,Web Development,Computer Science
53412,87831,UI/UX Developer,Data Analysis,Statistics
53412,87831,UI/UX Developer,Problem Solving,Mathematics
53412,87831,UI/UX Developer,Programming,Computer Science
69966,28057,Business Development Manager,Programming,Computer Science
69966,28057,Business Development Manager,Public Speaking,Communication
69966,28057,Business Development Manager,Web Development,Computer Science
69966,48079,Purchasing Manager,Marketing,Business
69966,48079,Purchasing Manager,Public Speaking,Communication
69966,98753,User Experience Researcher,Problem Solving,Mathematics
69966,98753,User Experience Researcher,Graphic Design,Design
69966,98753,User Experience Researcher,Creative Writing,Literature
69966,98753,User Experience Researcher,Digital Marketing,Business
3044,34502,Nurse Practitioner,Programming,Computer Science
3044,34502,Nurse Practitioner,Web Development,Computer Science
3044,91301,Retail Manager,Data Analysis,Statistics
3044,91301,Retail Manager,Problem Solving,Mathematics
3044,91301,Retail Manager,Programming,Computer Science
3044,56550,Purchasing Manager,Graphic Design,Design
3044,56550,Purchasing Manager,Marketing,Business
3044,56550,Purchasing Manager,Project Management,Business
3044,82382,Mechanical Engineer,Marketing,Business
3044,82382,Mechanical Engineer,Public Speaking,Communication
3044,82382,Mechanical Engineer,Web Development,Computer Science
3044,92887,Physical Therapist,Graphic Design,Design
3044,92887,Physical Therapist,Marketing,Business
3044,92887,Physical Therapist,Problem Solving,Mathematics
3044,92887,Physical Therapist,Web Development,Computer Science
3044,92887,Physical Therapist,Digital Marketing,Business
55486,56867,Marketing Manager,Marketing,Business
55486,56867,Marketing Manager,Programming,Computer Science
55486,44013,Physician Assistant,Creative Writing,Literature
55486,44013,Physician Assistant,Programming,Computer Science
55486,22617,Customer Service Representative,Problem Solving,Mathematics
55486,22617,Customer Service Representative,Digital Marketing,Business
55486,22617,Customer Service Representative,Project Management,Business
55486,15205,Electrician,Data Analysis,Statistics
55486,48079,Insurance Broker,Creative Writing,Literature
55486,48079,Insurance Broker,Project Management,Business
55486,48079,Insurance Broker,Web Development,Computer Science
55486,48079,Insurance Broker,Digital Marketing,Business
55486,48079,Insurance Broker,Public Speaking,Communication
56459,94529,Customer Service Representative,Creative Writing,Literature
56459,71515,Operations Manager,Creative Writing,Literature
56459,9916,Product Owner,Data Analysis,Statistics
56459,9916,Product Owner,Graphic Design,Design
56459,9916,Product Owner,Digital Marketing,Business
56459,9916,Product Owner,Marketing,Business
56459,79856,Network Technician,Data Analysis,Statistics
56459,79856,Network Technician,Problem Solving,Mathematics
56459,79856,Network Technician,Creative Writing,Literature
56459,79254,Nurse Practitioner,Marketing,Business
21559,64735,HR Coordinator,Graphic Design,Design
21559,64735,HR Coordinator,Public Speaking,Communication
21559,64735,HR Coordinator,Web Development,Computer Science
24546,71698,Database Administrator,Digital Marketing,Business
24546,71698,Database Administrator,Creative Writing,Literature
24546,71698,Database Administrator,Web Development,Computer Science
24546,91013,Cybersecurity Analyst,Data Analysis,Statistics
24546,91013,Cybersecurity Analyst,Digital Marketing,Business
24546,91013,Cybersecurity Analyst,Graphic Design,Design
24546,50885,Data Analyst,Digital Marketing,Business
24546,50885,Data Analyst,Creative Writing,Literature
24546,50885,Data Analyst,Web Development,Computer Science
16369,5692,Technical Support Specialist,Public Speaking,Communication
16369,5692,Technical Support Specialist,Programming,Computer Science
16369,70400,Legal Researcher,Programming,Computer Science
9675,48407,Software Tester,Public Speaking,Communication
9675,48407,Software Tester,Programming,Computer Science
9675,213,Technical Support Engineer,Digital Marketing,Business
9675,213,Technical Support Engineer,Graphic Design,Design
9675,213,Technical Support Engineer,Programming,Computer Science
9675,213,Technical Support Engineer,Web Development,Computer Science
35424,84040,Dental Hygienist,Data Analysis,Statistics
35424,84040,Dental Hygienist,Digital Marketing,Business
35424,84040,Dental Hygienist,Project Management,Business
35424,84040,Dental Hygienist,Creative Writing,Literature
35424,70864,Logistics Manager,Marketing,Business
35424,70864,Logistics Manager,Project Management,Business
35424,70864,Logistics Manager,Creative Writing,Literature
35424,70864,Logistics Manager,Programming,Computer Science
35424,213,HR Director,Digital Marketing,Business
35424,213,HR Director,Public Speaking,Communication
35424,52530,IT Manager,Problem Solving,Mathematics
35424,52530,IT Manager,Project Management,Business
15647,82267,Recruitment Specialist,Problem Solving,Mathematics
15647,82267,Recruitment Specialist,Creative Writing,Literature
15647,17694,Systems Administrator,Programming,Computer Science
15647,17694,Systems Administrator,Graphic Design,Design
15647,17694,Systems Administrator,Public Speaking,Communication
15647,17694,Systems Administrator,Web Development,Computer Science
15647,49186,IT Security Analyst,Data Analysis,Statistics
15647,49186,IT Security Analyst,Marketing,Business
15647,49186,IT Security Analyst,Public Speaking,Communication
15647,46976,Product Manager,Digital Marketing,Business
15647,46976,Product Manager,Project Management,Business
6591,19052,Operations Coordinator,Public Speaking,Communication
6591,19052,Operations Coordinator,Creative Writing,Literature
6591,74230,Teacher,Data Analysis,Statistics
6591,74230,Teacher,Marketing,Business
6591,74230,Teacher,Project Management,Business
6591,12977,Medical Laboratory Technician,Data Analysis,Statistics
6591,12977,Medical Laboratory Technician,Problem Solving,Mathematics
6591,12977,Medical Laboratory Technician,Web Development,Computer Science
6591,41804,HR Coordinator,Marketing,Business
6591,41804,HR Coordinator,Creative Writing,Literature
93975,37359,Customer Success Manager,Problem Solving,Mathematics
93975,37359,Customer Success Manager,Graphic Design,Design
93975,37359,Customer Success Manager,Creative Writing,Literature
93975,37359,Customer Success Manager,Programming,Computer Science
95716,41932,Marketing Director,Graphic Design,Design
95716,41932,Marketing Director,Project Management,Business
95716,41932,Marketing Director,Web Development,Computer Science
78416,46976,Marketing Specialist,Creative Writing,Literature
78416,71737,Technical Support Engineer,Data Analysis,Statistics
78416,71737,Technical Support Engineer,Marketing,Business
78416,71737,Technical Support Engineer,Problem Solving,Mathematics
78416,71737,Technical Support Engineer,Project Management,Business
78416,71737,Technical Support Engineer,Web Development,Computer Science
77262,70427,IT Administrator,Graphic Design,Design
77262,70427,IT Administrator,Creative Writing,Literature
77262,70427,IT Administrator,Web Development,Computer Science
77262,31445,Retail Manager,Problem Solving,Mathematics
77262,31445,Retail Manager,Graphic Design,Design
77262,31445,Retail Manager,Public Speaking,Communication
77262,31445,Retail Manager,Creative Writing,Literature
69210,89079,Research Assistant,Creative Writing,Literature
36846,19218,Social Media Manager,Digital Marketing,Business
36846,67746,Business Systems Analyst,Problem Solving,Mathematics
36846,67746,Business Systems Analyst,Creative Writing,Literature
65147,19052,Quality Control Inspector,Marketing,Business
65147,19052,Quality Control Inspector,Web Development,Computer Science
65147,34910,Product Owner,Marketing,Business
1289,35142,Medical Laboratory Technician,Project Management,Business
1289,47708,Business Systems Analyst,Problem Solving,Mathematics
1289,88190,Architect,Public Speaking,Communication
1289,88190,Architect,Creative Writing,Literature
1289,88190,Architect,Web Development,Computer Science
1289,51230,Financial Controller,Problem Solving,Mathematics
1289,51230,Financial Controller,Marketing,Business
17440,34672,Customer Success Manager,Marketing,Business
17440,31001,Social Media Coordinator,Graphic Design,Design
17440,31001,Social Media Coordinator,Marketing,Business
17440,31001,Social Media Coordinator,Creative Writing,Literature
17440,31001,Social Media Coordinator,Problem Solving,Mathematics
17440,31001,Social Media Coordinator,Programming,Computer Science
26544,97295,IT Auditor,Project Management,Business
26544,97295,IT Auditor,Programming,Computer Science
82815,52093,Operations Analyst,Graphic Design,Design
82815,52093,Operations Analyst,Project Management,Business
82815,52093,Operations Analyst,Web Development,Computer Science
63753,72160,Software Engineer,Creative Writing,Literature
63753,5692,Legal Assistant,Data Analysis,Statistics
63753,5692,Legal Assistant,Graphic Design,Design
63753,5692,Legal Assistant,Marketing,Business
63753,43999,Compliance Officer,Creative Writing,Literature
63753,28057,Production Supervisor,Problem Solving,Mathematics
63753,28057,Production Supervisor,Project Management,Business
38122,48431,Digital Content Creator,Data Analysis,Statistics
38122,48431,Digital Content Creator,Marketing,Business
38122,48431,Digital Content Creator,Creative Writing,Literature
38122,48431,Digital Content Creator,Digital Marketing,Business
38122,48431,Digital Content Creator,Programming,Computer Science
38122,47327,Social Media Manager,Digital Marketing,Business
38122,47327,Social Media Manager,Project Management,Business
38122,96774,Network Analyst,Creative Writing,Literature
38122,2449,Financial Analyst,Data Analysis,Statistics
38122,2449,Financial Analyst,Web Development,Computer Science
38122,70548,Customer Experience Manager,Digital Marketing,Business
38122,70548,Customer Experience Manager,Public Speaking,Communication
38122,70548,Customer Experience Manager,Programming,Computer Science
92133,70548,Business Development Manager,Data Analysis,Statistics
92133,70548,Business Development Manager,Public Speaking,Communication
92133,70548,Business Development Manager,Programming,Computer Science
92133,67746,Biomedical Engineer,Creative Writing,Literature
92133,67746,Biomedical Engineer,Web Development,Computer Science
92133,67746,Biomedical Engineer,Digital Marketing,Business
92133,67746,Biomedical Engineer,Public Speaking,Communication
92133,67746,Biomedical Engineer,Programming,Computer Science
46248,56550,UI/UX Developer,Data Analysis,Statistics
46248,19248,Environmental Scientist,Data Analysis,Statistics
46248,80656,Data Scientist,Data Analysis,Statistics
46248,80656,Data Scientist,Marketing,Business
46248,80656,Data Scientist,Creative Writing,Literature
46248,80656,Data Scientist,Project Management,Business
46248,80656,Data Scientist,Web Development,Computer Science
46248,69715,Recruitment Specialist,Graphic Design,Design
89469,52530,Marketing Coordinator,Digital Marketing,Business
89469,52530,Marketing Coordinator,Public Speaking,Communication
89469,52530,Marketing Coordinator,Web Development,Computer Science
14235,84040,Supply Chain Specialist,Graphic Design,Design
14235,66608,Marketing Communications Manager,Data Analysis,Statistics
14235,5216,Customer Experience Manager,Data Analysis,Statistics
14235,5216,Customer Experience Manager,Marketing,Business
14235,5216,Customer Experience Manager,Programming,Computer Science
14235,89086,Software Engineer,Graphic Design,Design
14235,89086,Software Engineer,Project Management,Business
14235,89086,Software Engineer,Public Speaking,Communication
14235,89086,Software Engineer,Web Development,Computer Science
22126,98956,HR Generalist,Creative Writing,Literature
22126,12548,Occupational Therapist,Data Analysis,Statistics
22126,12548,Occupational Therapist,Marketing,Business
26776,1498,Project Manager,Data Analysis,Statistics
26776,1498,Project Manager,Marketing,Business
26776,1498,Project Manager,Problem Solving,Mathematics
26776,1498,Project Manager,Web Development,Computer Science
26776,1498,Project Manager,Programming,Computer Science
26776,97925,Cybersecurity Engineer,Graphic Design,Design
26776,97925,Cybersecurity Engineer,Marketing,Business
26776,97925,Cybersecurity Engineer,Creative Writing,Literature
26776,97925,Cybersecurity Engineer,Project Management,Business
26776,97925,Cybersecurity Engineer,Public Speaking,Communication
26776,43521,Legal Secretary,Marketing,Business
26776,43521,Legal Secretary,Public Speaking,Communication
26776,43521,Legal Secretary,Creative Writing,Literature
26776,43521,Legal Secretary,Programming,Computer Science
26776,39087,Dental Assistant,Problem Solving,Mathematics
26776,39087,Dental Assistant,Digital Marketing,Business
26776,39087,Dental Assistant,Project Management,Business
26776,39087,Dental Assistant,Public Speaking,Communication
26776,2449,HR Recruiter,Data Analysis,Statistics
26776,2449,HR Recruiter,Graphic Design,Design
76540,88498,Physical Therapist,Graphic Design,Design
76540,88498,Physical Therapist,Problem Solving,Mathematics
76540,88498,Physical Therapist,Project Management,Business
76540,88498,Physical Therapist,Digital Marketing,Business
76540,88498,Physical Therapist,Programming,Computer Science
76540,1539,Software Engineer,Public Speaking,Communication
49537,30099,Recruiting Coordinator,Data Analysis,Statistics
49537,30099,Recruiting Coordinator,Digital Marketing,Business
49537,30099,Recruiting Coordinator,Graphic Design,Design
49537,30099,Recruiting Coordinator,Creative Writing,Literature
77863,5991,Occupational Health and Safety Specialist,Data Analysis,Statistics
77863,5991,Occupational Health and Safety Specialist,Graphic Design,Design
11417,53725,Public Relations Manager,Data Analysis,Statistics
11417,53725,Public Relations Manager,Public Speaking,Communication
11417,53725,Public Relations Manager,Creative Writing,Literature
11417,43999,Real Estate Agent,Public Speaking,Communication
11417,18869,Business Development Coordinator,Problem Solving,Mathematics
11417,18869,Business Development Coordinator,Creative Writing,Literature
11417,74230,Sales Manager,Graphic Design,Design
11417,74230,Sales Manager,Project Management,Business
11417,74230,Sales Manager,Creative Writing,Literature
49745,42897,Financial Analyst,Marketing,Business
49745,5216,Insurance Claims Adjuster,Web Development,Computer Science
97800,8539,Financial Auditor,Data Analysis,Statistics
97800,8539,Financial Auditor,Graphic Design,Design
97800,8539,Financial Auditor,Creative Writing,Literature
97800,53619,Recruitment Specialist,Programming,Computer Science
40116,98302,Research Scientist,Marketing,Business
40116,56412,Biomedical Engineer,Marketing,Business
40116,56412,Biomedical Engineer,Public Speaking,Communication
40116,56412,Biomedical Engineer,Programming,Computer Science
72602,9750,Physical Therapy Assistant,Data Analysis,Statistics
72602,9750,Physical Therapy Assistant,Digital Marketing,Business
72602,9750,Physical Therapy Assistant,Public Speaking,Communication
72602,12977,Legal Secretary,Digital Marketing,Business
72602,12977,Legal Secretary,Creative Writing,Literature
72602,12977,Legal Secretary,Programming,Computer Science
72602,70864,Medical Records Clerk,Digital Marketing,Business
72602,70864,Medical Records Clerk,Graphic Design,Design
72602,70864,Medical Records Clerk,Project Management,Business
72602,76875,Public Relations Specialist,Problem Solving,Mathematics
72602,76875,Public Relations Specialist,Programming,Computer Science
72602,6045,Customer Success Manager,Data Analysis,Statistics
72602,6045,Customer Success Manager,Problem Solving,Mathematics
72602,6045,Customer Success Manager,Project Management,Business
34640,50605,IT Security Analyst,Digital Marketing,Business
34640,50605,IT Security Analyst,Marketing,Business
34640,50605,IT Security Analyst,Web Development,Computer Science
34640,47327,Speech-Language Pathologist,Project Management,Business
34640,71362,Sales Manager,Data Analysis,Statistics
34640,80507,Healthcare Administrator,Problem Solving,Mathematics
34640,80507,Healthcare Administrator,Graphic Design,Design
34640,80507,Healthcare Administrator,Creative Writing,Literature
90278,83904,Technical Support Engineer,Problem Solving,Mathematics
90278,83904,Technical Support Engineer,Marketing,Business
90278,83904,Technical Support Engineer,Creative Writing,Literature
90278,83904,Technical Support Engineer,Programming,Computer Science
37087,23465,Customer Service Representative,Web Development,Computer Science
37087,71515,Software Developer,Data Analysis,Statistics
37087,71515,Software Developer,Marketing,Business
37087,71515,Software Developer,Project Management,Business
37087,71515,Software Developer,Programming,Computer Science
56863,276,Supply Chain Analyst,Data Analysis,Statistics
56863,276,Supply Chain Analyst,Problem Solving,Mathematics
56863,276,Supply Chain Analyst,Marketing,Business
56863,276,Supply Chain Analyst,Public Speaking,Communication
56863,34863,Quality Assurance Engineer,Web Development,Computer Science
56863,14622,Sales Manager,Data Analysis,Statistics
56863,14622,Sales Manager,Graphic Design,Design
56863,14622,Sales Manager,Marketing,Business
56863,14622,Sales Manager,Programming,Computer Science
56863,10610,HR Recruiter,Public Speaking,Communication
56863,56550,IT Specialist,Digital Marketing,Business
56863,56550,IT Specialist,Programming,Computer Science
51202,76875,Market Research Analyst,Marketing,Business
51202,69715,IT Consultant,Data Analysis,Statistics
51202,69715,IT Consultant,Creative Writing,Literature
51202,69715,IT Consultant,Problem Solving,Mathematics
51202,69715,IT Consultant,Web Development,Computer Science
51202,69715,IT Consultant,Public Speaking,Communication
51202,28057,Copywriter,Graphic Design,Design
93331,22020,Quality Assurance Engineer,Problem Solving,Mathematics
93331,22020,Quality Assurance Engineer,Project Management,Business
93331,22020,Quality Assurance Engineer,Programming,Computer Science
93331,47993,Architect,Data Analysis,Statistics
93331,47993,Architect,Marketing,Business
93331,47993,Architect,Project Management,Business
93331,47993,Architect,Web Development,Computer Science
93331,98753,Social Media Coordinator,Data Analysis,Statistics
93331,98753,Social Media Coordinator,Digital Marketing,Business
93331,98753,Social Media Coordinator,Public Speaking,Communication
93331,48431,HR Recruiter,Project Management,Business
93331,48431,HR Recruiter,Public Speaking,Communication
64717,34863,HR Generalist,Data Analysis,Statistics
64717,34863,HR Generalist,Graphic Design,Design
64717,34863,HR Generalist,Web Development,Computer Science
64717,1539,Supply Chain Analyst,Data Analysis,Statistics
64717,1539,Supply Chain Analyst,Web Development,Computer Science
64717,5692,Lawyer,Problem Solving,Mathematics
64717,5692,Lawyer,Graphic Design,Design
64717,5692,Lawyer,Programming,Computer Science
64717,5692,Lawyer,Web Development,Computer Science
64717,79801,Supply Chain Analyst,Problem Solving,Mathematics
64717,79801,Supply Chain Analyst,Marketing,Business
15800,35155,Medical Office Manager,Problem Solving,Mathematics
15800,35155,Medical Office Manager,Project Management,Business
15800,62823,IT Project Manager,Problem Solving,Mathematics
15800,62823,IT Project Manager,Programming,Computer Science
15800,5061,IT Analyst,Programming,Computer Science
15800,27355,Nurse Practitioner,Problem Solving,Mathematics
15800,27355,Nurse Practitioner,Project Management,Business
15800,27355,Nurse Practitioner,Public Speaking,Communication
15800,27355,Nurse Practitioner,Programming,Computer Science
8724,13567,Supply Chain Specialist,Digital Marketing,Business
8724,13567,Supply Chain Specialist,Project Management,Business
8724,13567,Supply Chain Specialist,Creative Writing,Literature
8724,13567,Supply Chain Specialist,Web Development,Computer Science
8724,1498,Medical Billing Specialist,Problem Solving,Mathematics
8724,1498,Medical Billing Specialist,Project Management,Business
8724,1498,Medical Billing Specialist,Creative Writing,Literature
8724,1498,Medical Billing Specialist,Programming,Computer Science
62580,52093,Dental Hygienist,Digital Marketing,Business
62580,52093,Dental Hygienist,Marketing,Business
