JS_ID,Organization,Degree,Specialisation,Year
36399,Indian Institute of Technology (Banaras Hindu University),B.Tech,Comp Sci,1988
36399,National Institute of Technology (Jaipur),B.A,Psychology,2015
65677,Aligarh Muslim University (AMU),B.Tech,Mechanical,2014
65677,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1982
65677,National Institute of Technology (NITs),M.Tech,Manu,2001
65677,Banaras Hindu University (BHU),M.Tech,Electrical,2008
65677,Hansraj College,Ph.D,English,1993
38845,Hansraj College,Ph.D,Comp Sci,2011
38845,Indian Institutes of Management (IIMs),B.Pharm,Medicine,2010
38845,Indian Institutes of Technology (IITs),M.Tech,Electrical,1984
38845,Indian Statistical Institute (ISI),B.Pharm,Medicine,2022
38845,Indian Institutes of Technology (IITs),B.A,Psychology,2009
16757,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,1994
16757,St. Stephen's College,M.Tech,Electrical,2005
16757,Indian Institute of Technology (Roorkee),BE,Comp Sci,1998
67731,Xavier Labour Relations Institute (XLRI),B.A,History,2009
67731,National Institute of Design (NID),BE,Comp Sci,1992
67731,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,2000
67731,Indian Institute of Technology (Roorkee),M.Tech,Civil,1999
51318,Tata Institute of Social Sciences (TISS),BE,Mechanical,1997
51318,Indian Institute of Technology (Madras),B.A,Psychology,1986
60734,National Institute of Technology (Jaipur),BE,Mechanical,2016
60734,Indian Institute of Management (Kolkata),B.Tech,Mechanical,1985
60734,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,2010
60734,Delhi Technological University (DTU),B.A,Psychology,2012
3628,National Institute of Technology (Calicut),B.Pharm,Medicine,1986
3628,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1989
55518,Birla Institute of Technology and Science (BITS Pilani),B.A,Sociology,1995
55518,Lady Shri Ram College for Women (LSR),M.Tech,Comp Sci,1997
55518,Indian Statistical Institute (ISI),B.Pharm,Medicine,2013
55518,Miranda House,B.Tech,Comp Sci,2017
4212,Indian Institute of Science Education and Research (IISER),B.A,Psychology,2016
4212,Indian Institute of Technology (Kanpur),BE,Civil,2022
2491,National Law University (NLU),M.Tech,Mechanical,1997
2491,Loyola College,M.Tech,Civil,2022
2491,Manipal Academy of Higher Education,B.A,Sociology,2017
2491,Manipal Academy of Higher Education,Ph.D,English,2008
7929,Presidency University,B.Tech,Civil,1982
7929,Loyola College,B.Pharm,Medicine,2020
7929,Indian Institute of Science Education and Research (IISER),M.Tech,Mechanical,2004
7929,Indian Institute of Management (Ahmedabad),M.Tech,Electrical,1990
45500,National Law School of India University (NLSIU),Ph.D,Sociology,2016
45500,National Institute of Technology (Trichy),BE,Manu,1980
45500,Indian Institute of Technology (Banaras Hindu University),BE,Manu,2004
45500,Indian Statistical Institute (ISI),B.Tech,Manu,1985
56994,Indian School of Business (ISB),Ph.D,English,2018
56994,National Institute of Technology (Warangal),B.Tech,Mechanical,2000
42810,Indian Institute of Science Education and Research (IISER),M.Tech,Civil,1992
42810,Birla Institute of Technology and Science (BITS Pilani),BE,Comp Sci,2018
42810,Indian Institute of Science (IISc),B.A,English,2015
42810,Symbiosis International University,B.Tech,Mechanical,1985
42810,Delhi Technological University (DTU),M.Tech,Comp Sci,1996
4870,Indian Institute of Management (Ahmedabad),B.Tech,Manu,1994
4870,Christ University,B.Pharm,Medicine,1990
4870,Indian Institute of Technology (Guwahati),B.A,Sociology,2004
4870,Miranda House,B.A,History,1991
61534,National Institute of Technology (Calicut),B.A,English,1984
61534,Indian Institute of Science Education and Research (IISER),BE,Electrical,1986
61534,Aligarh Muslim University (AMU),B.A,Sociology,2005
61534,National Institute of Technology (Surathkal),BE,Civil,2009
26408,Indian Institute of Management (Ahmedabad),B.A,Psychology,1985
76656,Indian Institute of Management (Kozhikode),B.Tech,Civil,2016
76656,National Institute of Technology (Warangal),B.Tech,Comp Sci,2017
66822,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,2013
66822,Delhi Technological University (DTU),B.Pharm,Medicine,1985
66822,Indian Institute of Management (Kolkata),B.Pharm,Medicine,1994
66822,Indian Statistical Institute (ISI),B.A,English,2009
66822,Indian Institute of Management (Indore),Ph.D,Sociology,2018
80898,Indian Institute of Technology (Guwahati),Ph.D,Medicine,2007
33865,Indian Institute of Management (Kozhikode),B.Tech,Mechanical,2006
33865,Indian Institute of Technology (Kanpur),BE,Comp Sci,1984
43904,All India Institute of Medical Sciences (AIIMS),BE,Comp Sci,2013
43904,National Institute of Technology (Warangal),Ph.D,Civil,1992
43904,Indian Institute of Technology (Kanpur),M.Tech,Civil,1995
65128,Presidency University,B.Pharm,Medicine,2016
65128,Banaras Hindu University (BHU),B.Pharm,Medicine,2022
50636,Jawaharlal Nehru University (JNU),B.A,Psychology,2005
50636,National Institute of Technology (Surathkal),BE,Comp Sci,2000
50636,National Institute of Fashion Technology (NIFT),M.Tech,Civil,2001
97893,Indian Institute of Foreign Trade (IIFT),B.A,History,1998
97893,Xavier Labour Relations Institute (XLRI),B.A,Psychology,2019
97893,Banaras Hindu University (BHU),B.Tech,Manu,2007
97724,Miranda House,Ph.D,Civil,2006
42037,Indian Institutes of Management (IIMs),BE,Mechanical,1982
42037,Indian Institute of Science Education and Research (IISER),BE,Comp Sci,1995
42037,Lady Shri Ram College for Women (LSR),Ph.D,Medicine,1990
42037,Indian Statistical Institute (ISI),B.Tech,Manu,2012
5492,National Law School of India University (NLSIU),B.Tech,Civil,1984
5492,National Institute of Technology (Warangal),Ph.D,Mechanical,1981
5492,Christ University,BE,Manu,2002
5492,Indian School of Business (ISB),M.Tech,Mechanical,2016
5492,Indian Institute of Management (Lucknow),B.A,Psychology,1986
91563,Indian Institute of Technology (Guwahati),Ph.D,Manu,2021
75821,National Institute of Fashion Technology (NIFT),Ph.D,Electrical,1981
75821,Indian Institute of Management (Indore),BE,Mechanical,2010
13837,National Institute of Fashion Technology (NIFT),Ph.D,Civil,2008
13837,National Institute of Fashion Technology (NIFT),B.Tech,Electrical,1983
13837,Hansraj College,Ph.D,English,1987
13837,Delhi Technological University (DTU),B.A,Sociology,2007
61515,Hansraj College,B.Pharm,Medicine,1996
61515,National Institute of Technology (NITs),BE,Manu,2011
18865,Indian Institute of Management (Indore),BE,Mechanical,2012
18865,Indian Statistical Institute (ISI),B.Tech,Civil,2009
94882,National Institute of Technology (Trichy),Ph.D,Medicine,1984
94882,Indian Institute of Management (Indore),BE,Comp Sci,1998
81750,Christ University,B.Pharm,Medicine,1984
81750,National Institute of Technology (Surathkal),Ph.D,Comp Sci,2000
33825,All India Institute of Medical Sciences (AIIMS),B.A,History,2022
68444,St. Stephen's College,Ph.D,Medicine,2003
68444,National Institute of Technology (Jaipur),BE,Manu,1987
49706,Indian Institute of Technology (Banaras Hindu University),Ph.D,Medicine,2012
49706,Banaras Hindu University (BHU),BE,Comp Sci,2020
87576,St. Stephen's College,B.Pharm,Medicine,2012
87576,Delhi Technological University (DTU),B.Pharm,Medicine,1982
87576,National Institute of Design (NID),B.Pharm,Medicine,2004
87576,Indian Institute of Technology (Guwahati),B.Tech,Electrical,1995
87576,Indian Institute of Foreign Trade (IIFT),M.Tech,Electrical,2016
83648,Indian Institute of Technology (Banaras Hindu University),B.A,Sociology,1983
83648,Hansraj College,B.Tech,Mechanical,2009
83648,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,2011
51958,Loyola College,B.A,History,2013
51958,St. Stephen's College,B.Pharm,Medicine,1985
51958,Indian Institute of Technology (Delhi),M.Tech,Electrical,1981
51958,Jawaharlal Nehru University (JNU),M.Tech,Electrical,2019
51958,National Institute of Technology (Surathkal),M.Tech,Manu,2009
79192,Birla Institute of Technology and Science (BITS Pilani),Ph.D,History,1982
79192,Indian Institute of Science Education and Research (IISER),M.Tech,Mechanical,2002
79192,Loyola College,B.Pharm,Medicine,1994
73079,Indian Institute of Technology (Delhi),BE,Civil,1997
73079,Indian Institute of Management (Indore),B.A,Psychology,2001
73079,Miranda House,BE,Mechanical,1981
73079,National Institute of Technology (Surathkal),BE,Manu,1984
73079,Lady Shri Ram College for Women (LSR),BE,Mechanical,2013
88456,Indian Institutes of Management (IIMs),M.Tech,Mechanical,2020
88456,National Law University (NLU),B.A,English,1998
88456,National Institute of Fashion Technology (NIFT),BE,Comp Sci,2000
88456,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,1986
15745,National Law School of India University (NLSIU),B.Pharm,Medicine,2017
15745,Christ University,B.Tech,Electrical,1997
15745,Delhi Technological University (DTU),B.A,English,2003
15745,National Institute of Technology (NITs),B.Tech,Civil,2016
15745,Indian Institute of Technology (Roorkee),Ph.D,Mechanical,1991
56048,Aligarh Muslim University (AMU),B.A,English,1982
56048,Indian Institute of Technology (Delhi),BE,Mechanical,1984
56048,Birla Institute of Technology and Science (BITS Pilani),Ph.D,History,2003
56048,Indian Institute of Technology (Kanpur),B.Tech,Civil,2001
27833,Indian Institutes of Management (IIMs),M.Tech,Civil,2021
84366,Indian Institute of Technology (Madras),Ph.D,History,2008
84366,Lady Shri Ram College for Women (LSR),Ph.D,English,1990
84366,Tata Institute of Social Sciences (TISS),BE,Comp Sci,2000
84366,Indian Institutes of Technology (IITs),M.Tech,Manu,2022
40701,Indian Institute of Technology (Banaras Hindu University),BE,Mechanical,1996
95452,Xavier Labour Relations Institute (XLRI),B.Tech,Civil,1989
19042,Indian Institutes of Management (IIMs),BE,Comp Sci,2009
19042,Indian Institute of Management (Lucknow),Ph.D,History,2011
19042,Loyola College,B.Tech,Electrical,2018
19042,Xavier Labour Relations Institute (XLRI),M.Tech,Electrical,1997
74263,All India Institute of Medical Sciences (AIIMS),M.Tech,Electrical,1985
74263,National Institute of Technology (Jaipur),B.A,History,2007
74263,National Institute of Technology (Jaipur),B.Tech,Mechanical,2012
77620,Indian Institute of Management (Ahmedabad),B.A,Psychology,1983
93457,Indian Institute of Management (Indore),Ph.D,Manu,1982
93457,Indian School of Business (ISB),B.A,History,2011
93457,National Institute of Technology (Calicut),B.Pharm,Medicine,2021
93457,Indian Institute of Technology (Banaras Hindu University),BE,Electrical,2022
93457,National Institute of Design (NID),B.A,Sociology,1988
1830,National Institute of Technology (Calicut),B.A,History,1986
1830,Loyola College,B.Pharm,Medicine,2013
1830,National Law University (NLU),B.Pharm,Medicine,1996
1830,Aligarh Muslim University (AMU),M.Tech,Electrical,2011
1830,Indian Institute of Technology (Banaras Hindu University),M.Tech,Manu,1983
60792,National Institute of Fashion Technology (NIFT),B.Tech,Civil,1989
60792,Symbiosis International University,B.A,Sociology,2021
60792,National Institute of Fashion Technology (NIFT),Ph.D,History,2014
60792,National Law School of India University (NLSIU),M.Tech,Manu,1998
60792,National Institute of Technology (Trichy),M.Tech,Civil,2019
65357,St. Stephen's College,B.Pharm,Medicine,1981
65357,National Law School of India University (NLSIU),B.A,History,2008
65357,National Institute of Technology (Calicut),B.Pharm,Medicine,1999
44075,Indian Institute of Technology (Delhi),B.Pharm,Medicine,1990
44075,National Institute of Technology (NITs),Ph.D,Sociology,2015
64700,Presidency University,B.A,Sociology,2003
3558,Indian Institute of Technology (Bhubaneswar),BE,Manu,2009
26886,Banaras Hindu University (BHU),M.Tech,Mechanical,2005
26886,Indian Institute of Management (Kozhikode),B.Tech,Comp Sci,1998
1744,Indian School of Business (ISB),B.Pharm,Medicine,2017
96140,Hansraj College,B.Pharm,Medicine,2022
96140,Tata Institute of Social Sciences (TISS),B.A,English,2002
96140,Indian Institute of Foreign Trade (IIFT),B.A,Psychology,1981
96140,Manipal Academy of Higher Education,B.Pharm,Medicine,2014
25791,National Institute of Design (NID),Ph.D,History,2021
9334,Lady Shri Ram College for Women (LSR),M.Tech,Mechanical,2022
9334,Indian Institute of Management (Indore),Ph.D,English,2019
9334,Indian Statistical Institute (ISI),Ph.D,Civil,1998
9334,St. Stephen's College,B.Tech,Manu,1984
60506,National Institute of Fashion Technology (NIFT),Ph.D,English,2001
60506,Indian Institute of Technology (Bombay),B.Tech,Mechanical,1986
60506,Indian Institute of Technology (Guwahati),BE,Electrical,1987
60506,Indian Institute of Science Education and Research (IISER),B.Tech,Comp Sci,2011
83434,Indian Institute of Technology (Roorkee),B.A,English,1999
83434,Indian Institute of Management (Kozhikode),B.A,Sociology,2006
83434,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,2003
17137,National Law School of India University (NLSIU),BE,Mechanical,2015
79077,Hansraj College,B.A,Psychology,2021
79077,National Institute of Technology (Jaipur),M.Tech,Comp Sci,2012
79077,National Institute of Design (NID),BE,Manu,2011
82745,Christ University,BE,Electrical,1988
82745,Indian Institute of Technology (Banaras Hindu University),B.A,History,2010
82745,Indian Institute of Management (Kozhikode),BE,Manu,1995
82745,National Institute of Technology (Warangal),M.Tech,Comp Sci,1993
7417,Lady Shri Ram College for Women (LSR),B.A,Psychology,2007
7417,Indian Institute of Technology (Roorkee),B.Tech,Mechanical,1983
7417,Birla Institute of Technology and Science (BITS Pilani),B.A,Psychology,2012
7417,Indian Institute of Technology (Guwahati),Ph.D,Mechanical,1994
9560,Indian Institute of Technology (Roorkee),BE,Electrical,1985
9560,Loyola College,M.Tech,Mechanical,1988
9560,Lady Shri Ram College for Women (LSR),M.Tech,Civil,1996
86725,Indian Institutes of Technology (IITs),M.Tech,Comp Sci,2013
86725,National Institute of Fashion Technology (NIFT),M.Tech,Comp Sci,2007
86725,Indian School of Business (ISB),M.Tech,Mechanical,2002
86725,Indian Institute of Technology (Madras),B.Tech,Civil,2022
44114,Indian Institute of Technology (Guwahati),B.A,English,1998
26805,National Institute of Design (NID),BE,Mechanical,2006
26805,National Institute of Technology (NITs),Ph.D,English,2020
26805,Indian Statistical Institute (ISI),B.Pharm,Medicine,2002
51746,Indian Institutes of Management (IIMs),B.A,English,2006
51746,National Institute of Fashion Technology (NIFT),B.A,History,1986
51746,National Law University (NLU),Ph.D,History,2012
51746,Indian Institutes of Management (IIMs),B.A,History,1988
36750,Presidency University,B.Pharm,Medicine,1987
36750,Aligarh Muslim University (AMU),M.Tech,Comp Sci,2016
27288,National Law School of India University (NLSIU),B.A,English,1990
27288,National Institute of Technology (Surathkal),BE,Mechanical,2006
27288,Lady Shri Ram College for Women (LSR),B.Tech,Electrical,2019
27288,Indian Institute of Technology (Roorkee),B.Tech,Electrical,2013
50081,Indian Institute of Technology (Delhi),M.Tech,Electrical,2014
50081,Indian Statistical Institute (ISI),M.Tech,Comp Sci,2017
50081,Indian Institute of Technology (Banaras Hindu University),B.Pharm,Medicine,1999
50081,Indian Institute of Technology (Delhi),B.A,Sociology,2018
50081,Delhi Technological University (DTU),B.Tech,Civil,2008
48315,Indian Institute of Management (Ahmedabad),M.Tech,Electrical,1989
48315,Banaras Hindu University (BHU),Ph.D,Civil,2009
48315,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,2014
48315,Indian Statistical Institute (ISI),B.Tech,Comp Sci,1992
48927,Indian Institute of Technology (Roorkee),B.Tech,Comp Sci,2008
48927,Miranda House,B.A,English,2002
43379,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,2011
43379,National Law School of India University (NLSIU),M.Tech,Comp Sci,1980
43379,Presidency University,B.A,English,2008
20914,Indian Institute of Technology (Madras),B.Tech,Manu,2013
20914,Lady Shri Ram College for Women (LSR),BE,Comp Sci,2006
91590,Aligarh Muslim University (AMU),B.Pharm,Medicine,2013
91590,Indian Institute of Technology (Kanpur),BE,Electrical,1999
91590,Loyola College,M.Tech,Civil,2000
91590,Indian Institute of Technology (Bombay),B.A,History,1985
18147,Indian Institute of Technology (Guwahati),BE,Manu,1993
18147,National Institute of Technology (Warangal),M.Tech,Comp Sci,2006
18147,Indian Institute of Technology (Bombay),B.Tech,Mechanical,2011
49952,National Institute of Technology (NITs),B.A,Psychology,2019
49952,National Institute of Technology (Trichy),M.Tech,Comp Sci,1989
49952,National Institute of Fashion Technology (NIFT),BE,Comp Sci,2018
49952,Indian Institute of Foreign Trade (IIFT),M.Tech,Mechanical,1981
10200,National Institute of Design (NID),B.A,History,2022
10200,Presidency University,B.Pharm,Medicine,1991
10200,Loyola College,B.Pharm,Medicine,1994
10200,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Manu,2002
62544,Loyola College,B.A,History,1994
33058,Birla Institute of Technology and Science (BITS Pilani),BE,Mechanical,2011
33058,Miranda House,B.Pharm,Medicine,2013
13474,Indian Institute of Management (Kolkata),Ph.D,Electrical,2001
13474,Indian Institute of Science Education and Research (IISER),B.Tech,Electrical,1996
13474,Indian Institute of Technology (Bhubaneswar),B.A,Psychology,2017
13474,National Institute of Technology (Warangal),M.Tech,Comp Sci,2015
13474,Indian Institute of Management (Ahmedabad),B.A,Psychology,1985
75605,Indian Institute of Management (Lucknow),Ph.D,Medicine,2022
75605,Indian Institutes of Management (IIMs),B.Pharm,Medicine,2019
75605,All India Institute of Medical Sciences (AIIMS),Ph.D,History,1993
72867,Banaras Hindu University (BHU),Ph.D,Medicine,1995
72867,Hansraj College,B.A,History,1984
72867,National Law School of India University (NLSIU),BE,Civil,2022
72867,Aligarh Muslim University (AMU),B.Tech,Mechanical,1988
72867,Indian Institute of Management (Indore),B.A,Psychology,1986
28304,Delhi Technological University (DTU),Ph.D,Psychology,2018
28304,Indian Institute of Management (Kolkata),B.Pharm,Medicine,2010
28304,Indian Institute of Technology (Madras),B.A,Sociology,2021
28304,Presidency University,B.Pharm,Medicine,1994
25361,Indian Institute of Technology (Delhi),M.Tech,Comp Sci,1989
25361,Indian Statistical Institute (ISI),B.A,English,1984
25361,National Institute of Technology (Warangal),BE,Mechanical,1980
25361,National Law School of India University (NLSIU),M.Tech,Comp Sci,2001
25361,Indian Institutes of Management (IIMs),Ph.D,Mechanical,1999
77018,Indian Institute of Foreign Trade (IIFT),M.Tech,Comp Sci,2020
77018,National Institute of Design (NID),BE,Electrical,2004
77018,Indian Institute of Technology (Roorkee),BE,Electrical,2014
12606,Indian Institute of Foreign Trade (IIFT),M.Tech,Mechanical,1999
12606,National Institute of Technology (Jaipur),B.A,English,2011
89866,Indian Institute of Technology (Bombay),B.Pharm,Medicine,2005
89866,Indian Institute of Foreign Trade (IIFT),Ph.D,History,2002
89866,Indian Statistical Institute (ISI),B.Tech,Electrical,1981
98011,Xavier Labour Relations Institute (XLRI),B.A,Sociology,2014
98011,Indian Institutes of Technology (IITs),M.Tech,Civil,1994
98011,Banaras Hindu University (BHU),M.Tech,Mechanical,1993
98011,St. Stephen's College,B.Pharm,Medicine,1999
98011,Aligarh Muslim University (AMU),B.A,English,2012
44957,All India Institute of Medical Sciences (AIIMS),BE,Comp Sci,1981
44957,Manipal Academy of Higher Education,BE,Comp Sci,2003
44957,Hansraj College,BE,Civil,2006
44957,Indian Institute of Management (Lucknow),B.Pharm,Medicine,1983
44957,National Institute of Design (NID),B.A,Sociology,1998
47436,Presidency University,Ph.D,Civil,1986
47436,Indian Statistical Institute (ISI),B.Tech,Mechanical,2004
33527,Lady Shri Ram College for Women (LSR),Ph.D,Manu,1981
33527,National Institute of Technology (Trichy),BE,Civil,2007
97351,National Law School of India University (NLSIU),BE,Manu,1997
97351,National Institute of Technology (NITs),B.A,Psychology,1982
97351,Christ University,M.Tech,Civil,1993
97351,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,2011
76037,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1983
76037,Indian Institute of Technology (Banaras Hindu University),BE,Manu,1980
62708,Christ University,BE,Electrical,2011
30830,National Institute of Technology (Warangal),BE,Manu,2000
30830,Indian School of Business (ISB),Ph.D,Psychology,1992
30830,National Institute of Technology (Trichy),BE,Manu,1982
30830,Indian Institute of Technology (Guwahati),B.A,English,2004
30830,Indian Institutes of Management (IIMs),BE,Electrical,1985
93434,National Institute of Design (NID),BE,Comp Sci,1980
64493,Indian School of Business (ISB),M.Tech,Mechanical,1994
64493,National Law University (NLU),BE,Manu,1981
64493,Hansraj College,M.Tech,Electrical,2016
80739,Indian School of Business (ISB),B.A,Sociology,1989
80739,Jawaharlal Nehru University (JNU),BE,Comp Sci,2001
80739,Indian Institute of Technology (Banaras Hindu University),M.Tech,Manu,1997
80739,National Law University (NLU),B.A,Sociology,2003
80739,Indian Institute of Technology (Guwahati),B.Tech,Mechanical,1993
3235,Indian Institute of Technology (Kanpur),B.A,English,1989
3235,National Institute of Technology (Trichy),M.Tech,Manu,2009
3235,Manipal Academy of Higher Education,B.A,English,2006
3235,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,2014
9523,All India Institute of Medical Sciences (AIIMS),B.Pharm,Medicine,2003
9523,Indian Institute of Technology (Kanpur),B.A,History,2006
9523,Christ University,B.A,History,1996
27538,Christ University,Ph.D,English,1989
45575,Indian School of Business (ISB),B.Tech,Comp Sci,2005
45575,Presidency University,B.A,Psychology,2018
45575,Indian Institute of Technology (Guwahati),BE,Mechanical,1999
45575,Indian Institute of Technology (Bhubaneswar),M.Tech,Comp Sci,1980
45575,Loyola College,B.Pharm,Medicine,2000
34485,Loyola College,B.Tech,Mechanical,1982
20477,National Law School of India University (NLSIU),Ph.D,Comp Sci,2009
20477,St. Stephen's College,B.Tech,Electrical,1989
19765,Indian Institute of Technology (Delhi),Ph.D,Comp Sci,2022
19765,Indian Institute of Management (Ahmedabad),Ph.D,Sociology,2014
19765,National Institute of Fashion Technology (NIFT),BE,Comp Sci,1994
19765,Aligarh Muslim University (AMU),B.A,Psychology,2011
19765,All India Institute of Medical Sciences (AIIMS),B.Pharm,Medicine,1983
28647,National Institute of Technology (NITs),B.Pharm,Medicine,1996
47701,Loyola College,B.Pharm,Medicine,1995
47701,Indian Institutes of Management (IIMs),M.Tech,Comp Sci,2009
47701,National Institute of Fashion Technology (NIFT),M.Tech,Manu,2017
53494,National Institute of Technology (NITs),M.Tech,Comp Sci,2000
28091,Indian Institute of Foreign Trade (IIFT),B.Tech,Comp Sci,2005
28091,Indian Institute of Technology (Roorkee),BE,Manu,2017
28091,Manipal Academy of Higher Education,B.Tech,Electrical,2020
28091,Tata Institute of Social Sciences (TISS),Ph.D,Manu,2016
97066,Aligarh Muslim University (AMU),B.Tech,Manu,2000
97066,Symbiosis International University,BE,Comp Sci,1986
97066,National Institute of Technology (Calicut),B.Pharm,Medicine,1981
97066,Banaras Hindu University (BHU),M.Tech,Manu,1992
97066,Loyola College,B.Pharm,Medicine,1996
50513,National Law School of India University (NLSIU),BE,Mechanical,1983
50513,Indian Institute of Technology (Roorkee),M.Tech,Mechanical,1999
80063,Indian Statistical Institute (ISI),M.Tech,Electrical,1985
80063,Loyola College,B.Tech,Civil,1997
80063,Indian Institute of Management (Indore),B.Tech,Civil,2019
80063,National Institute of Technology (Calicut),M.Tech,Mechanical,1988
28030,All India Institute of Medical Sciences (AIIMS),B.Pharm,Medicine,1998
28030,Hansraj College,B.Tech,Mechanical,2003
64135,Indian Statistical Institute (ISI),B.A,Sociology,2018
64135,Indian Institute of Technology (Bhubaneswar),BE,Mechanical,2021
64135,National Institute of Technology (Calicut),B.A,English,2012
64135,Indian Statistical Institute (ISI),Ph.D,Electrical,2008
64135,National Institute of Technology (Trichy),B.Pharm,Medicine,2005
82118,National Institute of Technology (Surathkal),B.Tech,Mechanical,1997
82118,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,2016
83643,Loyola College,B.Pharm,Medicine,1996
83643,National Institute of Technology (Trichy),B.Pharm,Medicine,2001
83643,Birla Institute of Technology and Science (BITS Pilani),Ph.D,Sociology,2009
83643,Indian Statistical Institute (ISI),B.Tech,Civil,2008
47009,Indian Institute of Technology (Bhubaneswar),BE,Mechanical,1990
47009,Miranda House,B.Pharm,Medicine,2000
47009,National Law University (NLU),B.Pharm,Medicine,1991
47009,All India Institute of Medical Sciences (AIIMS),Ph.D,History,2013
47009,Indian Institute of Management (Kolkata),M.Tech,Manu,1996
55810,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,2015
55810,National Institute of Technology (Surathkal),BE,Mechanical,1997
55810,Indian Institute of Management (Lucknow),M.Tech,Mechanical,2000
55810,Indian Statistical Institute (ISI),Ph.D,Comp Sci,1989
16007,Indian Statistical Institute (ISI),B.Pharm,Medicine,2000
16007,Aligarh Muslim University (AMU),B.Pharm,Medicine,1988
16007,National Institute of Technology (Warangal),BE,Mechanical,1984
16007,Indian Institute of Management (Kolkata),M.Tech,Comp Sci,1996
40158,Indian Institutes of Management (IIMs),M.Tech,Electrical,1983
40158,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Electrical,1982
40158,Indian Statistical Institute (ISI),M.Tech,Civil,2001
40158,National Institute of Technology (Trichy),B.Tech,Manu,1980
40158,National Law School of India University (NLSIU),Ph.D,Manu,1987
24610,Indian Institutes of Management (IIMs),B.A,Psychology,2016
24610,National Institute of Technology (Jaipur),M.Tech,Civil,2013
24610,Manipal Academy of Higher Education,Ph.D,Mechanical,2012
24610,Indian Institute of Management (Ahmedabad),B.Pharm,Medicine,2006
39577,National Law School of India University (NLSIU),BE,Manu,1983
39577,National Institute of Technology (Calicut),Ph.D,Mechanical,2014
39577,Indian Institute of Science (IISc),B.A,Psychology,2015
39577,National Institute of Technology (Trichy),M.Tech,Manu,2009
20784,National Institute of Technology (Jaipur),Ph.D,Comp Sci,2015
20784,St. Stephen's College,B.Tech,Mechanical,2018
20784,Presidency University,M.Tech,Civil,2002
20784,Birla Institute of Technology and Science (BITS Pilani),Ph.D,Psychology,2006
67776,Indian Institute of Technology (Banaras Hindu University),B.Tech,Comp Sci,2014
67776,Indian Institute of Technology (Bhubaneswar),Ph.D,Civil,2002
67776,National Institute of Technology (NITs),B.A,Sociology,2009
67776,Indian Institute of Management (Indore),M.Tech,Electrical,1983
23574,National Law University (NLU),B.A,Sociology,2008
23574,Hansraj College,BE,Mechanical,2022
23574,National Law School of India University (NLSIU),B.Pharm,Medicine,1985
31821,Indian Institute of Technology (Madras),Ph.D,Manu,2011
31821,National Institute of Technology (Jaipur),B.A,Psychology,1985
79199,Birla Institute of Technology and Science (BITS Pilani),BE,Manu,1997
79199,Symbiosis International University,B.A,English,2006
79199,National Institute of Technology (Calicut),B.Pharm,Medicine,1992
48358,Indian Institute of Science (IISc),M.Tech,Civil,2018
48358,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,1982
48358,Banaras Hindu University (BHU),B.A,History,2004
48358,Hansraj College,BE,Mechanical,1993
39727,Indian Institute of Technology (Guwahati),Ph.D,Civil,2000
39727,Aligarh Muslim University (AMU),M.Tech,Electrical,1996
93255,Indian Institute of Technology (Bombay),M.Tech,Civil,2008
93255,Indian Institute of Foreign Trade (IIFT),Ph.D,English,2002
78649,Indian Institute of Technology (Bhubaneswar),BE,Manu,1983
78649,Indian Institute of Management (Kozhikode),BE,Manu,2002
78649,Indian Institute of Science (IISc),B.A,English,2005
78649,Indian School of Business (ISB),BE,Mechanical,2021
60323,All India Institute of Medical Sciences (AIIMS),B.A,Psychology,2022
42746,National Institute of Technology (Calicut),B.Tech,Comp Sci,2004
42746,Tata Institute of Social Sciences (TISS),M.Tech,Mechanical,1992
50428,Presidency University,B.Pharm,Medicine,1990
50428,Xavier Labour Relations Institute (XLRI),M.Tech,Manu,1998
50428,Tata Institute of Social Sciences (TISS),B.Tech,Mechanical,2006
50428,Xavier Labour Relations Institute (XLRI),B.A,History,1986
50428,National Law University (NLU),B.A,Sociology,2019
34729,Indian Institute of Technology (Banaras Hindu University),Ph.D,Medicine,1980
37203,Indian Institute of Technology (Delhi),Ph.D,Sociology,1993
37203,National Institute of Technology (Trichy),B.Tech,Manu,1982
37203,Indian Institute of Technology (Madras),Ph.D,Sociology,1995
37203,Indian Statistical Institute (ISI),Ph.D,Medicine,1991
55331,Loyola College,BE,Electrical,1991
